map_key,location_name,route_level_min,route_level_max,encounter_type,time_of_day,slot_index,odds_percent,species_display,species_constant,level_min,level_max
ROUTE_31,Route 31,16,18,land,Morning,5,5,Ariados,SPECIES_ARIADOS,16,18
ROUTE_31,Route 31,16,18,land,Morning,6,1,Noctowl,SPECIES_NOCTOWL,16,18
ROUTE_31,Route 31,16,18,land,Morning,7,5,Ledian,SPECIES_LEDIAN,16,18
ROUTE_31,Route 31,16,18,land,Morning,8,3,Staravia,SPECIES_STARAVIA,16,18
ROUTE_31,Route 31,16,18,land,Morning,9,4,Luxio,SPECIES_LUXIO,16,18
ROUTE_31,Route 31,16,18,land,Morning,10,1,Fletchinder,SPECIES_FLETCHINDER,16,18
ROUTE_31,Route 31,16,18,land,Morning,11,1,Ariados,SPECIES_ARIADOS,16,18
ROUTE_31,Route 31,16,18,land,Day,0,30,Furret,SPECIES_FURRET,16,18
ROUTE_31,Route 31,16,18,land,Day,1,20,Ledian,SPECIES_LEDIAN,16,18
ROUTE_31,Route 31,16,18,land,Day,2,15,Staravia,SPECIES_STARAVIA,16,18
ROUTE_31,Route 31,16,18,land,Day,3,10,Luxio,SPECIES_LUXIO,16,18
ROUTE_31,Route 31,16,18,land,Day,4,5,Fletchinder,SPECIES_FLETCHINDER,16,18
ROUTE_31,Route 31,16,18,land,Day,5,5,Budew,SPECIES_BUDEW,16,18
ROUTE_31,Route 31,16,18,land,Day,6,1,Noctowl,SPECIES_NOCTOWL,16,18
ROUTE_31,Route 31,16,18,land,Day,7,5,Ledian,SPECIES_LEDIAN,16,18
ROUTE_31,Route 31,16,18,land,Day,8,3,Staravia,SPECIES_STARAVIA,16,18
ROUTE_31,Route 31,16,18,land,Day,9,4,Luxio,SPECIES_LUXIO,16,18
ROUTE_31,Route 31,16,18,land,Day,10,1,Fletchinder,SPECIES_FLETCHINDER,16,18
ROUTE_31,Route 31,16,18,land,Day,11,1,Ariados,SPECIES_ARIADOS,16,18
ROUTE_31,Route 31,16,18,land,Night,0,30,Noctowl,SPECIES_NOCTOWL,16,18
ROUTE_31,Route 31,16,18,land,Night,1,20,Ariados,SPECIES_ARIADOS,16,18
ROUTE_31,Route 31,16,18,land,Night,2,15,Luxio,SPECIES_LUXIO,16,18
ROUTE_31,Route 31,16,18,land,Night,3,10,Espurr,SPECIES_ESPURR,16,18
ROUTE_31,Route 31,16,18,land,Night,4,5,Furret,SPECIES_FURRET,16,18
ROUTE_31,Route 31,16,18,land,Night,5,5,Staravia,SPECIES_STARAVIA,16,18
ROUTE_31,Route 31,16,18,land,Night,6,1,Noctowl,SPECIES_NOCTOWL,16,18
ROUTE_31,Route 31,16,18,land,Night,7,5,Ariados,SPECIES_ARIADOS,16,18
ROUTE_31,Route 31,16,18,land,Night,8,3,Luxio,SPECIES_LUXIO,16,18
ROUTE_31,Route 31,16,18,land,Night,9,4,Fletchinder,SPECIES_FLETCHINDER,16,18
ROUTE_31,Route 31,16,18,land,Night,10,1,Furret,SPECIES_FURRET,16,18
ROUTE_31,Route 31,16,18,land,Night,11,1,Budew,SPECIES_BUDEW,16,18
ROUTE_31,Route 31,16,18,fishing_old,All,0,70,Wooper,SPECIES_WOOPER,16,18
ROUTE_31,Route 31,16,18,fishing_old,All,1,30,Remoraid,SPECIES_REMORAID,16,18
ROUTE_31,Route 31,16,18,fishing_good,All,0,60,Buizel,SPECIES_BUIZEL,16,18
ROUTE_31,Route 31,16,18,fishing_good,All,1,20,Wooper,SPECIES_WOOPER,16,18
ROUTE_31,Route 31,16,18,fishing_good,All,2,20,Shellos,SPECIES_SHELLOS,16,18
ROUTE_31,Route 31,16,18,fishing_super,All,0,40,Floatzel,SPECIES_FLOATZEL,16,18
ROUTE_31,Route 31,16,18,fishing_super,All,1,40,Quagsire,SPECIES_QUAGSIRE,16,18
ROUTE_31,Route 31,16,18,fishing_super,All,2,15,Gastrodon,SPECIES_GASTRODON,16,18
ROUTE_31,Route 31,16,18,fishing_super,All,3,4,Remoraid,SPECIES_REMORAID,16,18
ROUTE_31,Route 31,16,18,fishing_super,All,4,1,Octillery,SPECIES_OCTILLERY,16,18
ROUTE_32,Route 32,22,23,land,Morning,0,30,Flaaffy,SPECIES_FLAAFFY,22,23
ROUTE_32,Route 32,22,23,land,Morning,1,20,Wooper,SPECIES_WOOPER,22,23
ROUTE_32,Route 32,22,23,land,Morning,2,15,Luxio,SPECIES_LUXIO,22,23
ROUTE_32,Route 32,22,23,land,Morning,3,10,Staravia,SPECIES_STARAVIA,22,23
ROUTE_32,Route 32,22,23,land,Morning,4,5,Pancham,SPECIES_PANCHAM,22,23
ROUTE_32,Route 32,22,23,land,Morning,5,5,Espurr,SPECIES_ESPURR,22,23
ROUTE_32,Route 32,22,23,land,Morning,6,1,Flaaffy,SPECIES_FLAAFFY,22,23
ROUTE_32,Route 32,22,23,land,Morning,7,5,Wooper,SPECIES_WOOPER,22,23
ROUTE_32,Route 32,22,23,land,Morning,8,3,Luxio,SPECIES_LUXIO,22,23
ROUTE_32,Route 32,22,23,land,Morning,9,4,Staravia,SPECIES_STARAVIA,22,23
ROUTE_32,Route 32,22,23,land,Morning,10,1,Pancham,SPECIES_PANCHAM,22,23
ROUTE_32,Route 32,22,23,land,Morning,11,1,Espurr,SPECIES_ESPURR,22,23
ROUTE_32,Route 32,22,23,land,Day,0,30,Flaaffy,SPECIES_FLAAFFY,22,23
ROUTE_32,Route 32,22,23,land,Day,1,20,Wooper,SPECIES_WOOPER,22,23
ROUTE_32,Route 32,22,23,land,Day,2,15,Staravia,SPECIES_STARAVIA,22,23
ROUTE_32,Route 32,22,23,land,Day,3,10,Luxio,SPECIES_LUXIO,22,23
ROUTE_32,Route 32,22,23,land,Day,4,5,Pancham,SPECIES_PANCHAM,22,23
ROUTE_32,Route 32,22,23,land,Day,5,5,Fletchinder,SPECIES_FLETCHINDER,22,23
ROUTE_32,Route 32,22,23,land,Day,6,1,Flaaffy,SPECIES_FLAAFFY,22,23
ROUTE_32,Route 32,22,23,land,Day,7,5,Wooper,SPECIES_WOOPER,22,23
ROUTE_32,Route 32,22,23,land,Day,8,3,Staravia,SPECIES_STARAVIA,22,23
ROUTE_32,Route 32,22,23,land,Day,9,4,Luxio,SPECIES_LUXIO,22,23
ROUTE_32,Route 32,22,23,land,Day,10,1,Pancham,SPECIES_PANCHAM,22,23
ROUTE_32,Route 32,22,23,land,Day,11,1,Espurr,SPECIES_ESPURR,22,23
ROUTE_32,Route 32,22,23,land,Night,0,30,Noctowl,SPECIES_NOCTOWL,22,23
ROUTE_32,Route 32,22,23,land,Night,1,20,Wooper,SPECIES_WOOPER,22,23
ROUTE_32,Route 32,22,23,land,Night,2,15,Luxio,SPECIES_LUXIO,22,23
ROUTE_32,Route 32,22,23,land,Night,3,10,Croagunk,SPECIES_CROAGUNK,22,23
ROUTE_32,Route 32,22,23,land,Night,4,5,Espurr,SPECIES_ESPURR,22,23
ROUTE_32,Route 32,22,23,land,Night,5,5,Ariados,SPECIES_ARIADOS,22,23
ROUTE_32,Route 32,22,23,land,Night,6,1,Flaaffy,SPECIES_FLAAFFY,22,23
ROUTE_32,Route 32,22,23,land,Night,7,5,Wooper,SPECIES_WOOPER,22,23
ROUTE_32,Route 32,22,23,land,Night,8,3,Luxio,SPECIES_LUXIO,22,23
ROUTE_32,Route 32,22,23,land,Night,9,4,Croagunk,SPECIES_CROAGUNK,22,23
ROUTE_32,Route 32,22,23,land,Night,10,1,Pancham,SPECIES_PANCHAM,22,23
ROUTE_32,Route 32,22,23,land,Night,11,1,Espurr,SPECIES_ESPURR,22,23
ROUTE_32,Route 32,22,23,water,All,0,60,Wooper,SPECIES_WOOPER,22,23
ROUTE_32,Route 32,22,23,water,All,1,30,Buizel,SPECIES_BUIZEL,22,23
ROUTE_32,Route 32,22,23,water,All,2,5,Shellos,SPECIES_SHELLOS,22,23
ROUTE_32,Route 32,22,23,water,All,3,4,Clauncher,SPECIES_CLAUNCHER,22,23
ROUTE_32,Route 32,22,23,water,All,4,1,Quagsire,SPECIES_QUAGSIRE,22,23
UNION_CAVE,Union Cave,23,24,land,Morning,0,30,Onix,SPECIES_ONIX,23,24
UNION_CAVE,Union Cave,23,24,land,Morning,1,20,Wooper,SPECIES_WOOPER,23,24
UNION_CAVE,Union Cave,23,24,land,Morning,2,15,Bronzor,SPECIES_BRONZOR,23,24
UNION_CAVE,Union Cave,23,24,land,Morning,3,10,Carbink,SPECIES_CARBINK,23,24
UNION_CAVE,Union Cave,23,24,land,Morning,4,5,Noibat,SPECIES_NOIBAT,23,24
UNION_CAVE,Union Cave,23,24,land,Morning,5,5,Roggenrola,SPECIES_ROGGENROLA,23,24
UNION_CAVE,Union Cave,23,24,land,Morning,6,1,Onix,SPECIES_ONIX,23,24
UNION_CAVE,Union Cave,23,24,land,Morning,7,5,Wooper,SPECIES_WOOPER,23,24
UNION_CAVE,Union Cave,23,24,land,Morning,8,3,Bronzor,SPECIES_BRONZOR,23,24
UNION_CAVE,Union Cave,23,24,land,Morning,9,4,Carbink,SPECIES_CARBINK,23,24
UNION_CAVE,Union Cave,23,24,land,Morning,10,1,Noibat,SPECIES_NOIBAT,23,24
UNION_CAVE,Union Cave,23,24,land,Morning,11,1,Onix,SPECIES_ONIX,23,24
UNION_CAVE,Union Cave,23,24,land,Day,0,30,Onix,SPECIES_ONIX,23,24
UNION_CAVE,Union Cave,23,24,land,Day,1,20,Wooper,SPECIES_WOOPER,23,24
UNION_CAVE,Union Cave,23,24,land,Day,2,15,Bronzor,SPECIES_BRONZOR,23,24
UNION_CAVE,Union Cave,23,24,land,Day,3,10,Carbink,SPECIES_CARBINK,23,24
UNION_CAVE,Union Cave,23,24,land,Day,4,5,Noibat,SPECIES_NOIBAT,23,24
UNION_CAVE,Union Cave,23,24,land,Day,5,5,Croagunk,SPECIES_CROAGUNK,23,24
UNION_CAVE,Union Cave,23,24,land,Day,6,1,Onix,SPECIES_ONIX,23,24
UNION_CAVE,Union Cave,23,24,land,Day,7,5,Wooper,SPECIES_WOOPER,23,24
UNION_CAVE,Union Cave,23,24,land,Day,8,3,Bronzor,SPECIES_BRONZOR,23,24
UNION_CAVE,Union Cave,23,24,land,Day,9,4,Carbink,SPECIES_CARBINK,23,24
UNION_CAVE,Union Cave,23,24,land,Day,10,1,Noibat,SPECIES_NOIBAT,23,24
UNION_CAVE,Union Cave,23,24,land,Day,11,1,Onix,SPECIES_ONIX,23,24
UNION_CAVE,Union Cave,23,24,land,Night,0,30,Noibat,SPECIES_NOIBAT,23,24
UNION_CAVE,Union Cave,23,24,land,Night,1,20,Onix,SPECIES_ONIX,23,24
UNION_CAVE,Union Cave,23,24,land,Night,2,15,Bronzor,SPECIES_BRONZOR,23,24
UNION_CAVE,Union Cave,23,24,land,Night,3,10,Croagunk,SPECIES_CROAGUNK,23,24
UNION_CAVE,Union Cave,23,24,land,Night,4,5,Carbink,SPECIES_CARBINK,23,24
UNION_CAVE,Union Cave,23,24,land,Night,5,5,Wooper,SPECIES_WOOPER,23,24
UNION_CAVE,Union Cave,23,24,land,Night,6,1,Noibat,SPECIES_NOIBAT,23,24
UNION_CAVE,Union Cave,23,24,land,Night,7,5,Onix,SPECIES_ONIX,23,24
UNION_CAVE,Union Cave,23,24,land,Night,8,3,Bronzor,SPECIES_BRONZOR,23,24
UNION_CAVE,Union Cave,23,24,land,Night,9,4,Croagunk,SPECIES_CROAGUNK,23,24
UNION_CAVE,Union Cave,23,24,land,Night,10,1,Carbink,SPECIES_CARBINK,23,24
UNION_CAVE,Union Cave,23,24,land,Night,11,1,Onix,SPECIES_ONIX,23,24
UNION_CAVE,Union Cave,23,24,water,All,0,60,Wooper,SPECIES_WOOPER,23,24
UNION_CAVE,Union Cave,23,24,water,All,1,30,Shellos,SPECIES_SHELLOS,23,24
UNION_CAVE,Union Cave,23,24,water,All,2,5,Buizel,SPECIES_BUIZEL,23,24
UNION_CAVE,Union Cave,23,24,water,All,3,4,Gastrodon,SPECIES_GASTRODON,23,24
UNION_CAVE,Union Cave,23,24,water,All,4,1,Quagsire,SPECIES_QUAGSIRE,23,24
ROUTE_33,Route 33,24,25,land,Morning,0,30,Flaaffy,SPECIES_FLAAFFY,24,25
ROUTE_33,Route 33,24,25,land,Morning,1,20,Furret,SPECIES_FURRET,24,25
ROUTE_33,Route 33,24,25,land,Morning,2,15,Luxio,SPECIES_LUXIO,24,25
ROUTE_33,Route 33,24,25,land,Morning,3,10,Pancham,SPECIES_PANCHAM,24,25
ROUTE_33,Route 33,24,25,land,Morning,4,5,Espurr,SPECIES_ESPURR,24,25
ROUTE_33,Route 33,24,25,land,Morning,5,5,Staravia,SPECIES_STARAVIA,24,25
ROUTE_33,Route 33,24,25,land,Morning,6,1,Noctowl,SPECIES_NOCTOWL,24,25
ROUTE_33,Route 33,24,25,land,Morning,7,5,Furret,SPECIES_FURRET,24,25
ROUTE_33,Route 33,24,25,land,Morning,8,3,Luxio,SPECIES_LUXIO,24,25
ROUTE_33,Route 33,24,25,land,Morning,9,4,Pancham,SPECIES_PANCHAM,24,25
ROUTE_33,Route 33,24,25,land,Morning,10,1,Espurr,SPECIES_ESPURR,24,25
ROUTE_33,Route 33,24,25,land,Morning,11,1,Staravia,SPECIES_STARAVIA,24,25
ROUTE_33,Route 33,24,25,land,Day,0,30,Flaaffy,SPECIES_FLAAFFY,24,25
ROUTE_33,Route 33,24,25,land,Day,1,20,Furret,SPECIES_FURRET,24,25
ROUTE_33,Route 33,24,25,land,Day,2,15,Luxio,SPECIES_LUXIO,24,25
ROUTE_33,Route 33,24,25,land,Day,3,10,Staravia,SPECIES_STARAVIA,24,25
ROUTE_33,Route 33,24,25,land,Day,4,5,Pancham,SPECIES_PANCHAM,24,25
ROUTE_33,Route 33,24,25,land,Day,5,5,Espurr,SPECIES_ESPURR,24,25
ROUTE_33,Route 33,24,25,land,Day,6,1,Noctowl,SPECIES_NOCTOWL,24,25
ROUTE_33,Route 33,24,25,land,Day,7,5,Furret,SPECIES_FURRET,24,25
ROUTE_33,Route 33,24,25,land,Day,8,3,Luxio,SPECIES_LUXIO,24,25
ROUTE_33,Route 33,24,25,land,Day,9,4,Staravia,SPECIES_STARAVIA,24,25
ROUTE_33,Route 33,24,25,land,Day,10,1,Pancham,SPECIES_PANCHAM,24,25
ROUTE_33,Route 33,24,25,land,Day,11,1,Espurr,SPECIES_ESPURR,24,25
ROUTE_33,Route 33,24,25,land,Night,0,30,Noctowl,SPECIES_NOCTOWL,24,25
ROUTE_33,Route 33,24,25,land,Night,1,20,Furret,SPECIES_FURRET,24,25
ROUTE_33,Route 33,24,25,land,Night,2,15,Luxio,SPECIES_LUXIO,24,25
ROUTE_33,Route 33,24,25,land,Night,3,10,Espurr,SPECIES_ESPURR,24,25
ROUTE_33,Route 33,24,25,land,Night,4,5,Pancham,SPECIES_PANCHAM,24,25
ROUTE_33,Route 33,24,25,land,Night,5,5,Ariados,SPECIES_ARIADOS,24,25
ROUTE_33,Route 33,24,25,land,Night,6,1,Flaaffy,SPECIES_FLAAFFY,24,25
ROUTE_33,Route 33,24,25,land,Night,7,5,Furret,SPECIES_FURRET,24,25
ROUTE_33,Route 33,24,25,land,Night,8,3,Luxio,SPECIES_LUXIO,24,25
ROUTE_33,Route 33,24,25,land,Night,9,4,Espurr,SPECIES_ESPURR,24,25
ROUTE_33,Route 33,24,25,land,Night,10,1,Pancham,SPECIES_PANCHAM,24,25
ROUTE_33,Route 33,24,25,land,Night,11,1,Staravia,SPECIES_STARAVIA,24,25
ROUTE_34,Route 34,27,29,land,Morning,0,30,Furret,SPECIES_FURRET,27,29
ROUTE_34,Route 34,27,29,land,Morning,1,20,Noctowl,SPECIES_NOCTOWL,27,29
ROUTE_34,Route 34,27,29,land,Morning,2,15,Luxio,SPECIES_LUXIO,27,29
ROUTE_34,Route 34,27,29,land,Morning,3,10,Staravia,SPECIES_STARAVIA,27,29
ROUTE_34,Route 34,27,29,land,Morning,4,5,Pancham,SPECIES_PANCHAM,27,29
ROUTE_34,Route 34,27,29,land,Morning,5,5,Espurr,SPECIES_ESPURR,27,29
ROUTE_34,Route 34,27,29,land,Morning,6,1,Roselia,SPECIES_ROSELIA,27,29
ROUTE_34,Route 34,27,29,land,Morning,7,5,Noctowl,SPECIES_NOCTOWL,27,29
ROUTE_34,Route 34,27,29,land,Morning,8,3,Luxio,SPECIES_LUXIO,27,29
ROUTE_34,Route 34,27,29,land,Morning,9,4,Staravia,SPECIES_STARAVIA,27,29
ROUTE_34,Route 34,27,29,land,Morning,10,1,Pancham,SPECIES_PANCHAM,27,29
ROUTE_34,Route 34,27,29,land,Morning,11,1,Espurr,SPECIES_ESPURR,27,29
ROUTE_34,Route 34,27,29,land,Day,0,30,Furret,SPECIES_FURRET,27,29
ROUTE_34,Route 34,27,29,land,Day,1,20,Noctowl,SPECIES_NOCTOWL,27,29
ROUTE_34,Route 34,27,29,land,Day,2,15,Luxio,SPECIES_LUXIO,27,29
ROUTE_34,Route 34,27,29,land,Day,3,10,Staravia,SPECIES_STARAVIA,27,29
ROUTE_34,Route 34,27,29,land,Day,4,5,Pancham,SPECIES_PANCHAM,27,29
ROUTE_34,Route 34,27,29,land,Day,5,5,Fletchinder,SPECIES_FLETCHINDER,27,29
ROUTE_34,Route 34,27,29,land,Day,6,1,Roselia,SPECIES_ROSELIA,27,29
ROUTE_34,Route 34,27,29,land,Day,7,5,Noctowl,SPECIES_NOCTOWL,27,29
ROUTE_34,Route 34,27,29,land,Day,8,3,Luxio,SPECIES_LUXIO,27,29
ROUTE_34,Route 34,27,29,land,Day,9,4,Staravia,SPECIES_STARAVIA,27,29
ROUTE_34,Route 34,27,29,land,Day,10,1,Pancham,SPECIES_PANCHAM,27,29
ROUTE_34,Route 34,27,29,land,Day,11,1,Espurr,SPECIES_ESPURR,27,29
ROUTE_34,Route 34,27,29,land,Night,0,30,Noctowl,SPECIES_NOCTOWL,27,29
ROUTE_34,Route 34,27,29,land,Night,1,20,Ariados,SPECIES_ARIADOS,27,29
ROUTE_34,Route 34,27,29,land,Night,2,15,Luxio,SPECIES_LUXIO,27,29
ROUTE_34,Route 34,27,29,land,Night,3,10,Espurr,SPECIES_ESPURR,27,29
