map_key,location_name,route_level_min,route_level_max,encounter_type,time_of_day,slot_index,odds_percent,species_display,species_constant,level_min,level_max
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Morning,0,30,Caterpie,SPECIES_CATERPIE,6,7
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Morning,1,20,Sewaddle,SPECIES_SEWADDLE,6,7
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Morning,2,15,Cutiefly,SPECIES_CUTIEFLY,6,7
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Morning,3,10,Paras,SPECIES_PARAS,7,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Morning,4,5,Grubbin,SPECIES_GRUBBIN,7,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Morning,5,5,Venipede,SPECIES_VENIPEDE,7,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Morning,6,1,Metapod,SPECIES_METAPOD,8,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Morning,7,5,Sewaddle,SPECIES_SEWADDLE,8,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Morning,8,3,Cutiefly,SPECIES_CUTIEFLY,8,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Morning,9,4,Paras,SPECIES_PARAS,8,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Morning,10,1,Venonat,SPECIES_VENONAT,9,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Morning,11,1,Morelull,SPECIES_MORELULL,9,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Day,0,30,Caterpie,SPECIES_CATERPIE,6,7
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Day,1,20,Sewaddle,SPECIES_SEWADDLE,6,7
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Day,2,15,Paras,SPECIES_PARAS,6,7
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Day,3,10,Cutiefly,SPECIES_CUTIEFLY,7,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Day,4,5,Venipede,SPECIES_VENIPEDE,7,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Day,5,5,Grubbin,SPECIES_GRUBBIN,7,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Day,6,1,Metapod,SPECIES_METAPOD,8,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Day,7,5,Sewaddle,SPECIES_SEWADDLE,8,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Day,8,3,Paras,SPECIES_PARAS,8,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Day,9,4,Cutiefly,SPECIES_CUTIEFLY,8,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Day,10,1,Venonat,SPECIES_VENONAT,9,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Day,11,1,Morelull,SPECIES_MORELULL,9,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Night,0,30,Venonat,SPECIES_VENONAT,6,7
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Night,1,20,Paras,SPECIES_PARAS,6,7
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Night,2,15,Morelull,SPECIES_MORELULL,6,7
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Night,3,10,Sewaddle,SPECIES_SEWADDLE,7,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Night,4,5,Venipede,SPECIES_VENIPEDE,7,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Night,5,5,Grubbin,SPECIES_GRUBBIN,7,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Night,6,1,Metapod,SPECIES_METAPOD,8,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Night,7,5,Venonat,SPECIES_VENONAT,8,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Night,8,3,Paras,SPECIES_PARAS,8,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Night,9,4,Morelull,SPECIES_MORELULL,8,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Night,10,1,Cutiefly,SPECIES_CUTIEFLY,9,9
VIRIDIAN_FOREST,Viridian Forest,6,9,land,Night,11,1,Grubbin,SPECIES_GRUBBIN,9,9
ROUTE_3,Route 3,10,12,land,Morning,0,30,Spearow,SPECIES_SPEAROW,10,11
ROUTE_3,Route 3,10,12,land,Morning,1,20,Sandshrew,SPECIES_SANDSHREW,10,11
ROUTE_3,Route 3,10,12,land,Morning,2,15,Mankey,SPECIES_MANKEY,10,11
ROUTE_3,Route 3,10,12,land,Morning,3,10,Roggenrola,SPECIES_ROGGENROLA,11,12
ROUTE_3,Route 3,10,12,land,Morning,4,5,Rockruff,SPECIES_ROCKRUFF,11,12
ROUTE_3,Route 3,10,12,land,Morning,5,5,Ekans,SPECIES_EKANS,11,12
ROUTE_3,Route 3,10,12,land,Morning,6,1,Drilbur,SPECIES_DRILBUR,11,12
ROUTE_3,Route 3,10,12,land,Morning,7,5,Sandshrew,SPECIES_SANDSHREW,11,12
ROUTE_3,Route 3,10,12,land,Morning,8,3,Mankey,SPECIES_MANKEY,11,12
ROUTE_3,Route 3,10,12,land,Morning,9,4,Spearow,SPECIES_SPEAROW,11,12
ROUTE_3,Route 3,10,12,land,Morning,10,1,Rockruff,SPECIES_ROCKRUFF,12,12
ROUTE_3,Route 3,10,12,land,Morning,11,1,Ekans,SPECIES_EKANS,12,12
ROUTE_3,Route 3,10,12,land,Day,0,30,Spearow,SPECIES_SPEAROW,10,11
ROUTE_3,Route 3,10,12,land,Day,1,20,Mankey,SPECIES_MANKEY,10,11
ROUTE_3,Route 3,10,12,land,Day,2,15,Sandshrew,SPECIES_SANDSHREW,10,11
ROUTE_3,Route 3,10,12,land,Day,3,10,Roggenrola,SPECIES_ROGGENROLA,11,12
ROUTE_3,Route 3,10,12,land,Day,4,5,Rockruff,SPECIES_ROCKRUFF,11,12
ROUTE_3,Route 3,10,12,land,Day,5,5,Ekans,SPECIES_EKANS,11,12
ROUTE_3,Route 3,10,12,land,Day,6,1,Drilbur,SPECIES_DRILBUR,11,12
ROUTE_3,Route 3,10,12,land,Day,7,5,Mankey,SPECIES_MANKEY,11,12
ROUTE_3,Route 3,10,12,land,Day,8,3,Sandshrew,SPECIES_SANDSHREW,11,12
ROUTE_3,Route 3,10,12,land,Day,9,4,Spearow,SPECIES_SPEAROW,11,12
ROUTE_3,Route 3,10,12,land,Day,10,1,Rockruff,SPECIES_ROCKRUFF,12,12
ROUTE_3,Route 3,10,12,land,Day,11,1,Ekans,SPECIES_EKANS,12,12
ROUTE_3,Route 3,10,12,land,Night,0,30,Ekans,SPECIES_EKANS,10,11
ROUTE_3,Route 3,10,12,land,Night,1,20,Sandshrew,SPECIES_SANDSHREW,10,11
ROUTE_3,Route 3,10,12,land,Night,2,15,Rockruff,SPECIES_ROCKRUFF,10,11
ROUTE_3,Route 3,10,12,land,Night,3,10,Roggenrola,SPECIES_ROGGENROLA,11,12
ROUTE_3,Route 3,10,12,land,Night,4,5,Mankey,SPECIES_MANKEY,11,12
ROUTE_3,Route 3,10,12,land,Night,5,5,Spearow,SPECIES_SPEAROW,11,12
ROUTE_3,Route 3,10,12,land,Night,6,1,Drilbur,SPECIES_DRILBUR,11,12
ROUTE_3,Route 3,10,12,land,Night,7,5,Ekans,SPECIES_EKANS,11,12
ROUTE_3,Route 3,10,12,land,Night,8,3,Rockruff,SPECIES_ROCKRUFF,11,12
ROUTE_3,Route 3,10,12,land,Night,9,4,Sandshrew,SPECIES_SANDSHREW,11,12
ROUTE_3,Route 3,10,12,land,Night,10,1,Mankey,SPECIES_MANKEY,12,12
ROUTE_3,Route 3,10,12,land,Night,11,1,Spearow,SPECIES_SPEAROW,12,12
MT_MOON,Mt. Moon,12,14,land,Morning,0,30,Geodude,SPECIES_GEODUDE,12,13
MT_MOON,Mt. Moon,12,14,land,Morning,1,20,Roggenrola,SPECIES_ROGGENROLA,12,13
MT_MOON,Mt. Moon,12,14,land,Morning,2,15,Woobat,SPECIES_WOOBAT,12,13
MT_MOON,Mt. Moon,12,14,land,Morning,3,10,Drilbur,SPECIES_DRILBUR,13,14
MT_MOON,Mt. Moon,12,14,land,Morning,4,5,Clefairy,SPECIES_CLEFAIRY,13,14
MT_MOON,Mt. Moon,12,14,land,Morning,5,5,Minior,SPECIES_MINIOR,13,14
MT_MOON,Mt. Moon,12,14,land,Morning,6,1,Onix,SPECIES_ONIX,13,14
MT_MOON,Mt. Moon,12,14,land,Morning,7,5,Geodude,SPECIES_GEODUDE,13,14
MT_MOON,Mt. Moon,12,14,land,Morning,8,3,Roggenrola,SPECIES_ROGGENROLA,13,14
MT_MOON,Mt. Moon,12,14,land,Morning,9,4,Woobat,SPECIES_WOOBAT,13,14
MT_MOON,Mt. Moon,12,14,land,Morning,10,1,Clefairy,SPECIES_CLEFAIRY,14,14
MT_MOON,Mt. Moon,12,14,land,Morning,11,1,Onix,SPECIES_ONIX,14,14
MT_MOON,Mt. Moon,12,14,land,Day,0,30,Geodude,SPECIES_GEODUDE,12,13
MT_MOON,Mt. Moon,12,14,land,Day,1,20,Roggenrola,SPECIES_ROGGENROLA,12,13
MT_MOON,Mt. Moon,12,14,land,Day,2,15,Drilbur,SPECIES_DRILBUR,12,13
MT_MOON,Mt. Moon,12,14,land,Day,3,10,Woobat,SPECIES_WOOBAT,13,14
MT_MOON,Mt. Moon,12,14,land,Day,4,5,Minior,SPECIES_MINIOR,13,14
MT_MOON,Mt. Moon,12,14,land,Day,5,5,Clefairy,SPECIES_CLEFAIRY,13,14
MT_MOON,Mt. Moon,12,14,land,Day,6,1,Onix,SPECIES_ONIX,13,14
MT_MOON,Mt. Moon,12,14,land,Day,7,5,Geodude,SPECIES_GEODUDE,13,14
MT_MOON,Mt. Moon,12,14,land,Day,8,3,Roggenrola,SPECIES_ROGGENROLA,13,14
MT_MOON,Mt. Moon,12,14,land,Day,9,4,Drilbur,SPECIES_DRILBUR,13,14
MT_MOON,Mt. Moon,12,14,land,Day,10,1,Clefairy,SPECIES_CLEFAIRY,14,14
MT_MOON,Mt. Moon,12,14,land,Day,11,1,Onix,SPECIES_ONIX,14,14
MT_MOON,Mt. Moon,12,14,land,Night,0,30,Woobat,SPECIES_WOOBAT,12,13
MT_MOON,Mt. Moon,12,14,land,Night,1,20,Geodude,SPECIES_GEODUDE,12,13
MT_MOON,Mt. Moon,12,14,land,Night,2,15,Clefairy,SPECIES_CLEFAIRY,12,13
MT_MOON,Mt. Moon,12,14,land,Night,3,10,Roggenrola,SPECIES_ROGGENROLA,13,14
MT_MOON,Mt. Moon,12,14,land,Night,4,5,Drilbur,SPECIES_DRILBUR,13,14
MT_MOON,Mt. Moon,12,14,land,Night,5,5,Minior,SPECIES_MINIOR,13,14
MT_MOON,Mt. Moon,12,14,land,Night,6,1,Onix,SPECIES_ONIX,13,14
MT_MOON,Mt. Moon,12,14,land,Night,7,5,Woobat,SPECIES_WOOBAT,13,14
MT_MOON,Mt. Moon,12,14,land,Night,8,3,Geodude,SPECIES_GEODUDE,13,14
MT_MOON,Mt. Moon,12,14,land,Night,9,4,Clefairy,SPECIES_CLEFAIRY,13,14
MT_MOON,Mt. Moon,12,14,land,Night,10,1,Minior,SPECIES_MINIOR,14,14
MT_MOON,Mt. Moon,12,14,land,Night,11,1,Onix,SPECIES_ONIX,14,14
MT_MOON,Mt. Moon,12,14,rock_smash,All,0,60,Geodude,SPECIES_GEODUDE,12,13
MT_MOON,Mt. Moon,12,14,rock_smash,All,1,30,Roggenrola,SPECIES_ROGGENROLA,12,13
MT_MOON,Mt. Moon,12,14,rock_smash,All,2,5,Drilbur,SPECIES_DRILBUR,13,14
MT_MOON,Mt. Moon,12,14,rock_smash,All,3,4,Sandshrew,SPECIES_SANDSHREW,14,14
MT_MOON,Mt. Moon,12,14,rock_smash,All,4,1,Onix,SPECIES_ONIX,14,14
ROUTE_24,Route 24,15,16,land,Morning,0,30,Psyduck,SPECIES_PSYDUCK,15,16
ROUTE_24,Route 24,15,16,land,Morning,1,20,Petilil,SPECIES_PETILIL,15,16
ROUTE_24,Route 24,15,16,land,Morning,2,15,Cottonee,SPECIES_COTTONEE,15,16
ROUTE_24,Route 24,15,16,land,Morning,3,10,Ducklett,SPECIES_DUCKLETT,16,16
ROUTE_24,Route 24,15,16,land,Morning,4,5,Comfey,SPECIES_COMFEY,16,16
ROUTE_24,Route 24,15,16,land,Morning,5,5,Bellsprout,SPECIES_BELLSPROUT,16,16
ROUTE_24,Route 24,15,16,land,Morning,6,1,Psyduck,SPECIES_PSYDUCK,15,16
ROUTE_24,Route 24,15,16,land,Morning,7,5,Petilil,SPECIES_PETILIL,15,16
ROUTE_24,Route 24,15,16,land,Morning,8,3,Cottonee,SPECIES_COTTONEE,15,16
ROUTE_24,Route 24,15,16,land,Morning,9,4,Ducklett,SPECIES_DUCKLETT,15,16
ROUTE_24,Route 24,15,16,land,Morning,10,1,Oddish,SPECIES_ODDISH,16,16
ROUTE_24,Route 24,15,16,land,Morning,11,1,Comfey,SPECIES_COMFEY,16,16
ROUTE_24,Route 24,15,16,land,Day,0,30,Psyduck,SPECIES_PSYDUCK,15,16
ROUTE_24,Route 24,15,16,land,Day,1,20,Ducklett,SPECIES_DUCKLETT,15,16
ROUTE_24,Route 24,15,16,land,Day,2,15,Petilil,SPECIES_PETILIL,15,16
ROUTE_24,Route 24,15,16,land,Day,3,10,Cottonee,SPECIES_COTTONEE,16,16
ROUTE_24,Route 24,15,16,land,Day,4,5,Comfey,SPECIES_COMFEY,16,16
ROUTE_24,Route 24,15,16,land,Day,5,5,Bellsprout,SPECIES_BELLSPROUT,16,16
ROUTE_24,Route 24,15,16,land,Day,6,1,Psyduck,SPECIES_PSYDUCK,15,16
ROUTE_24,Route 24,15,16,land,Day,7,5,Ducklett,SPECIES_DUCKLETT,15,16
ROUTE_24,Route 24,15,16,land,Day,8,3,Petilil,SPECIES_PETILIL,15,16
ROUTE_24,Route 24,15,16,land,Day,9,4,Cottonee,SPECIES_COTTONEE,15,16
ROUTE_24,Route 24,15,16,land,Day,10,1,Oddish,SPECIES_ODDISH,16,16
ROUTE_24,Route 24,15,16,land,Day,11,1,Comfey,SPECIES_COMFEY,16,16
ROUTE_24,Route 24,15,16,land,Night,0,30,Psyduck,SPECIES_PSYDUCK,15,16
ROUTE_24,Route 24,15,16,land,Night,1,20,Oddish,SPECIES_ODDISH,15,16
ROUTE_24,Route 24,15,16,land,Night,2,15,Ducklett,SPECIES_DUCKLETT,15,16
ROUTE_24,Route 24,15,16,land,Night,3,10,Cottonee,SPECIES_COTTONEE,16,16
ROUTE_24,Route 24,15,16,land,Night,4,5,Comfey,SPECIES_COMFEY,16,16
ROUTE_24,Route 24,15,16,land,Night,5,5,Bellsprout,SPECIES_BELLSPROUT,16,16
ROUTE_24,Route 24,15,16,land,Night,6,1,Psyduck,SPECIES_PSYDUCK,15,16
ROUTE_24,Route 24,15,16,land,Night,7,5,Oddish,SPECIES_ODDISH,15,16
ROUTE_24,Route 24,15,16,land,Night,8,3,Ducklett,SPECIES_DUCKLETT,15,16
ROUTE_24,Route 24,15,16,land,Night,9,4,Purrloin,SPECIES_PURRLOIN,15,16
ROUTE_24,Route 24,15,16,land,Night,10,1,Comfey,SPECIES_COMFEY,16,16
ROUTE_24,Route 24,15,16,land,Night,11,1,Petilil,SPECIES_PETILIL,16,16
ROUTE_25,Route 25,15,16,land,Morning,0,30,Psyduck,SPECIES_PSYDUCK,15,16
ROUTE_25,Route 25,15,16,land,Morning,1,20,Petilil,SPECIES_PETILIL,15,16
ROUTE_25,Route 25,15,16,land,Morning,2,15,Cottonee,SPECIES_COTTONEE,15,16
ROUTE_25,Route 25,15,16,land,Morning,3,10,Ducklett,SPECIES_DUCKLETT,16,16
ROUTE_25,Route 25,15,16,land,Morning,4,5,Comfey,SPECIES_COMFEY,16,16
ROUTE_25,Route 25,15,16,land,Morning,5,5,Bellsprout,SPECIES_BELLSPROUT,16,16
ROUTE_25,Route 25,15,16,land,Morning,6,1,Psyduck,SPECIES_PSYDUCK,15,16
ROUTE_25,Route 25,15,16,land,Morning,7,5,Petilil,SPECIES_PETILIL,15,16
ROUTE_25,Route 25,15,16,land,Morning,8,3,Cottonee,SPECIES_COTTONEE,15,16
ROUTE_25,Route 25,15,16,land,Morning,9,4,Ducklett,SPECIES_DUCKLETT,15,16
ROUTE_25,Route 25,15,16,land,Morning,10,1,Oddish,SPECIES_ODDISH,16,16
ROUTE_25,Route 25,15,16,land,Morning,11,1,Comfey,SPECIES_COMFEY,16,16
ROUTE_25,Route 25,15,16,land,Day,0,30,Psyduck,SPECIES_PSYDUCK,15,16
ROUTE_25,Route 25,15,16,land,Day,1,20,Ducklett,SPECIES_DUCKLETT,15,16
ROUTE_25,Route 25,15,16,land,Day,2,15,Petilil,SPECIES_PETILIL,15,16
ROUTE_25,Route 25,15,16,land,Day,3,10,Cottonee,SPECIES_COTTONEE,16,16
ROUTE_25,Route 25,15,16,land,Day,4,5,Comfey,SPECIES_COMFEY,16,16
ROUTE_25,Route 25,15,16,land,Day,5,5,Bellsprout,SPECIES_BELLSPROUT,16,16
ROUTE_25,Route 25,15,16,land,Day,6,1,Psyduck,SPECIES_PSYDUCK,15,16
ROUTE_25,Route 25,15,16,land,Day,7,5,Ducklett,SPECIES_DUCKLETT,15,16
ROUTE_25,Route 25,15,16,land,Day,8,3,Petilil,SPECIES_PETILIL,15,16
ROUTE_25,Route 25,15,16,land,Day,9,4,Cottonee,SPECIES_COTTONEE,15,16
ROUTE_25,Route 25,15,16,land,Day,10,1,Oddish,SPECIES_ODDISH,16,16
ROUTE_25,Route 25,15,16,land,Day,11,1,Comfey,SPECIES_COMFEY,16,16
ROUTE_25,Route 25,15,16,land,Night,0,30,Psyduck,SPECIES_PSYDUCK,15,16
ROUTE_25,Route 25,15,16,land,Night,1,20,Oddish,SPECIES_ODDISH,15,16
ROUTE_25,Route 25,15,16,land,Night,2,15,Ducklett,SPECIES_DUCKLETT,15,16
ROUTE_25,Route 25,15,16,land,Night,3,10,Cottonee,SPECIES_COTTONEE,16,16
ROUTE_25,Route 25,15,16,land,Night,4,5,Comfey,SPECIES_COMFEY,16,16
ROUTE_25,Route 25,15,16,land,Night,5,5,Bellsprout,SPECIES_BELLSPROUT,16,16
ROUTE_25,Route 25,15,16,land,Night,6,1,Psyduck,SPECIES_PSYDUCK,15,16
ROUTE_25,Route 25,15,16,land,Night,7,5,Oddish,SPECIES_ODDISH,15,16
ROUTE_25,Route 25,15,16,land,Night,8,3,Ducklett,SPECIES_DUCKLETT,15,16
ROUTE_25,Route 25,15,16,land,Night,9,4,Purrloin,SPECIES_PURRLOIN,15,16
ROUTE_25,Route 25,15,16,land,Night,10,1,Comfey,SPECIES_COMFEY,16,16
ROUTE_25,Route 25,15,16,land,Night,11,1,Petilil,SPECIES_PETILIL,16,16
ROUTE_9,Route 9,16,17,land,Morning,0,30,Mankey,SPECIES_MANKEY,16,17
ROUTE_9,Route 9,16,17,land,Morning,1,20,Machop,SPECIES_MACHOP,16,17
ROUTE_9,Route 9,16,17,land,Morning,2,15,Roggenrola,SPECIES_ROGGENROLA,16,17
ROUTE_9,Route 9,16,17,land,Morning,3,10,Rockruff,SPECIES_ROCKRUFF,17,17
ROUTE_9,Route 9,16,17,land,Morning,4,5,Drilbur,SPECIES_DRILBUR,17,17
ROUTE_9,Route 9,16,17,land,Morning,5,5,Sandshrew,SPECIES_SANDSHREW,17,17
ROUTE_9,Route 9,16,17,land,Morning,6,1,Spearow,SPECIES_SPEAROW,16,17
ROUTE_9,Route 9,16,17,land,Morning,7,5,Machop,SPECIES_MACHOP,16,17
ROUTE_9,Route 9,16,17,land,Morning,8,3,Roggenrola,SPECIES_ROGGENROLA,16,17
ROUTE_9,Route 9,16,17,land,Morning,9,4,Rockruff,SPECIES_ROCKRUFF,16,17
ROUTE_9,Route 9,16,17,land,Morning,10,1,Drilbur,SPECIES_DRILBUR,17,17
ROUTE_9,Route 9,16,17,land,Morning,11,1,Sandshrew,SPECIES_SANDSHREW,17,17
ROUTE_9,Route 9,16,17,land,Day,0,30,Machop,SPECIES_MACHOP,16,17
ROUTE_9,Route 9,16,17,land,Day,1,20,Mankey,SPECIES_MANKEY,16,17
ROUTE_9,Route 9,16,17,land,Day,2,15,Roggenrola,SPECIES_ROGGENROLA,16,17
